ag-cell-content-link,ag-cell-content-link href,ag-cell-content 3,ag-cell-content 6,ag-cell-content 7,ag-cell-content 8,ag-cell-content 9,ag-cell-content 10,ag-cell-content 11,ag-cell-content 12,ag-cell-content 13
Krishnapatnam,https://www.marinetraffic.com/en/ais/details/ports/1317/name=Krishnapatnam,44,0.5 days,LOW,3.2 days,LOW,0.4 days,3.2 days,0.0%,190.9%
Kolkata,https://www.marinetraffic.com/en/ais/details/ports/2806/name=Kolkata,44,1.0 days,LOW,2.8 days,LOW,1.4 days,2.6 days,11.1%,0.0%
Kochi,https://www.marinetraffic.com/en/ais/details/ports/2990/name=Kochi,44,0.5 days,LOW,1.0 days,LOW,3.2 days,1.6 days,25.0%,11.1%
Kattupalli,https://www.marinetraffic.com/en/ais/details/ports/18979/name=Kattupalli,44,LOW,0.9 days,LOW,0.5 days,80.0%,-,-,-
Karwar,https://www.marinetraffic.com/en/ais/details/ports/557/name=Karwar,44,LOW,3.3 days,LOW,83.3%,-,-,-,-
Karaikal,https://www.marinetraffic.com/en/ais/details/ports/18978/name=Karaikal,44,0.5 days,LOW,4.9 days,LOW,2.5 days,157.9%,-,-
Kandla,https://www.marinetraffic.com/en/ais/details/ports/269/name=Kandla,44,1.5 days,HIGH,1.7 days,HIGH,3.3 days,2.8 days,-16.7%,6.3%
Kakinada,https://www.marinetraffic.com/en/ais/details/ports/18914/name=Kakinada,44,0.2 days,LOW,2.5 days,LOW,0.5 days,17.4 days,-92.0%,-16.7%
Jaigad,https://www.marinetraffic.com/en/ais/details/ports/18951/name=Jaigad,44,0.3 days,LOW,0.5 days,LOW,0.5 days,0.0%,-37.5%,-
Jafrabad,https://www.marinetraffic.com/en/ais/details/ports/3078/name=Jafrabad,44,0.2 days,LOW,0.8 days,LOW,0.7 days,0.8 days,-66.7%,33.3%
Hazira,https://www.marinetraffic.com/en/ais/details/ports/537/name=Hazira,44,0.8 days,HIGH,1.1 days,HIGH,2.3 days,4.6 days,-38.5%,0.0%
Haldia,https://www.marinetraffic.com/en/ais/details/ports/18985/name=Haldia,44,1.0 days,MEDIUM,1.5 days,MEDIUM,2.1 days,1.1 days,-44.4%,-25.0%
Ghogha,https://www.marinetraffic.com/en/ais/details/ports/22248/name=Ghogha,44,MEDIUM,9.7 days,MEDIUM,0.3 days,-,-,-,-
Gangavaram,https://www.marinetraffic.com/en/ais/details/ports/18980/name=Gangavaram,44,0.5 days,MEDIUM,3.5 days,MEDIUM,0.4 days,1.4 days,0.0%,52.2%
Ennore,https://www.marinetraffic.com/en/ais/details/ports/791/name=Ennore,44,0.9 days,LOW,1.0 days,LOW,1.3 days,0.9 days,-18.2%,-23.1%
Dharamtar,https://www.marinetraffic.com/en/ais/details/ports/21601/name=Dharamtar,44,1.1 days,HIGH,0.5 days,HIGH,1.6 days,0.5 days,-38.9%,0.0%
Dhamra,https://www.marinetraffic.com/en/ais/details/ports/20607/name=Dhamra,44,1.5 days,HIGH,3.0 days,HIGH,2.1 days,1.8 days,25.0%,0.0%
Dahej,https://www.marinetraffic.com/en/ais/details/ports/535/name=Dahej,44,0.0 days,LOW,1.0 days,LOW,1.6 days,0.0%,-23.1%,-
Dabhol,https://www.marinetraffic.com/en/ais/details/ports/18950/name=Dabhol,44,MEDIUM,1.1 days,MEDIUM,0.0%,-,-,-,-
Cuddalore,https://www.marinetraffic.com/en/ais/details/ports/24893/name=Cuddalore,44,LOW,0.9 days,LOW,-52.6%,-,-,-,-
Chennai,https://www.marinetraffic.com/en/ais/details/ports/792/name=Chennai,44,0.2 days,LOW,1.8 days,LOW,2.1 days,2.0 days,-50.0%,-10.0%
Bhavnagar new port,https://www.marinetraffic.com/en/ais/details/ports/22247/name=Bhavnagar-new-port,44,0.3 days,MEDIUM,0.1 days,MEDIUM,0.0 days,0.0 days,0.0%,0.0%
Beypore,https://www.marinetraffic.com/en/ais/details/ports/18969/name=Beypore,44,0.4 days,MEDIUM,3.0 days,MEDIUM,0.4 days,20.6 days,100.0%,-18.9%
Visakhapatnam,https://www.marinetraffic.com/en/ais/details/ports/3048/name=Visakhapatnam,43,1.4 days,HIGH,2.8 days,HIGH,3.3 days,5.7 days,7.7%,40.0%
Vadinar,https://www.marinetraffic.com/en/ais/details/ports/559/name=Vadinar,43,1.4 days,LOW,1.8 days,LOW,1.5 days,0.5 days,75.0%,38.5%
Tuticorin,https://www.marinetraffic.com/en/ais/details/ports/2986/name=Tuticorin,43,0.3 days,LOW,1.3 days,LOW,2.6 days,1.8 days,-40.0%,-38.1%
Sikka,https://www.marinetraffic.com/en/ais/details/ports/560/name=Sikka,43,1.6 days,LOW,1.4 days,LOW,1.8 days,0.7 days,14.3%,-6.7%
Ratnagiri,https://www.marinetraffic.com/en/ais/details/ports/18952/name=Ratnagiri,43,LOW,0.5 days,LOW,0.1 days,-50.0%,-,-,-
Ranpar,https://www.marinetraffic.com/en/ais/details/ports/18953/name=Ranpar,43,0.5 days,LOW,1.4 days,LOW,0.6 days,-,-,-
Port blair,https://www.marinetraffic.com/en/ais/details/ports/21891/name=Port-blair,43,MEDIUM,1.4 days,MEDIUM,1.1 days,-,-,-,-
Porbandar,https://www.marinetraffic.com/en/ais/details/ports/538/name=Porbandar,43,5.6 days,LOW,1.4 days,LOW,2.1 days,330.8%,-17.6%,-
Pipavav,https://www.marinetraffic.com/en/ais/details/ports/533/name=Pipavav,43,2.6 days,LOW,0.6 days,LOW,1.6 days,0.7 days,73.3%,-40.0%
Paradip,https://www.marinetraffic.com/en/ais/details/ports/17379/name=Paradip,43,0.8 days,LOW,1.9 days,LOW,3.9 days,5.2 days,0.0%,18.8%
Panaji,https://www.marinetraffic.com/en/ais/details/ports/18956/name=Panaji,43,0.5 days,LOW,1.5 days,LOW,0.0%,7.1%,-,-
Nhava sheva,https://www.marinetraffic.com/en/ais/details/ports/2713/name=Nhava-sheva,43,0.6 days,HIGH,1.0 days,HIGH,1.6 days,1.3 days,0.0%,11.1%
Navlakhi,https://www.marinetraffic.com/en/ais/details/ports/21448/name=Navlakhi,43,0.5 days,LOW,0.6 days,LOW,1.0 days,2.8 days,0.0%,50.0%
Mundra,https://www.marinetraffic.com/en/ais/details/ports/268/name=Mundra,43,0.3 days,HIGH,0.9 days,HIGH,0.3 days,0.8 days,-66.7%,-30.8%
Mumbai,https://www.marinetraffic.com/en/ais/details/ports/2341/name=Mumbai,43,0.8 days,HIGH,1.5 days,HIGH,10.7 days,3.5 days,0.0%,15.4%
Muldwarka,https://www.marinetraffic.com/en/ais/details/ports/3077/name=Muldwarka,43,LOW,11.7 days,LOW,875.0%,-,-,-,-
Mormugao,https://www.marinetraffic.com/en/ais/details/ports/561/name=Mormugao,43,0.1 days,MEDIUM,2.2 days,MEDIUM,0.1 days,1.3 days,-96.3%,-37.1%
Mangalore,https://www.marinetraffic.com/en/ais/details/ports/17383/name=Mangalore,43,1.0 days,LOW,1.5 days,LOW,1.2 days,2.0 days,11.1%,7.1%
Magdalla,https://www.marinetraffic.com/en/ais/details/ports/19704/name=Magdalla,43,0.2 days,LOW,1.0 days,LOW,0.2 days,0.3 days,0.0%,100.0%
Krishnapatnam,https://www.marinetraffic.com/en/ais/details/ports/1317/name=Krishnapatnam,43,0.0 days,LOW,1.1 days,LOW,0.2 days,1.2 days,-100.0%,-47.6%
Kolkata,https://www.marinetraffic.com/en/ais/details/ports/2806/name=Kolkata,43,0.9 days,LOW,2.8 days,LOW,0.6 days,1.6 days,12.5%,-30.0%
Kochi,https://www.marinetraffic.com/en/ais/details/ports/2990/name=Kochi,43,0.2 days,LOW,0.8 days,LOW,0.6 days,3.2 days,-60.0%,-27.3%
Kattupalli,https://www.marinetraffic.com/en/ais/details/ports/18979/name=Kattupalli,43,LOW,0.5 days,LOW,0.5 days,-37.5%,-,-,-
Karwar,https://www.marinetraffic.com/en/ais/details/ports/557/name=Karwar,43,9.9 days,MEDIUM,1.8 days,MEDIUM,1.4 days,-57.1%,-,-
Karaikal,https://www.marinetraffic.com/en/ais/details/ports/18978/name=Karaikal,43,MEDIUM,2.8 days,MEDIUM,0.0%,-,-,-,-
Kandla,https://www.marinetraffic.com/en/ais/details/ports/269/name=Kandla,43,1.8 days,LOW,1.6 days,LOW,3.0 days,5.2 days,-28.0%,-27.3%
Kakinada,https://www.marinetraffic.com/en/ais/details/ports/18914/name=Kakinada,43,2.5 days,HIGH,3.0 days,HIGH,1.7 days,14.2 days,92.3%,-6.3%
Jaigad,https://www.marinetraffic.com/en/ais/details/ports/18951/name=Jaigad,43,0.0 days,HIGH,0.8 days,HIGH,1.9 days,-100.0%,-27.3%,-
Jafrabad,https://www.marinetraffic.com/en/ais/details/ports/3078/name=Jafrabad,43,0.6 days,LOW,0.6 days,LOW,1.1 days,0.5 days,100.0%,20.0%
Hazira,https://www.marinetraffic.com/en/ais/details/ports/537/name=Hazira,43,1.3 days,HIGH,1.1 days,HIGH,2.0 days,1.6 days,18.2%,10.0%
Haldia,https://www.marinetraffic.com/en/ais/details/ports/18985/name=Haldia,43,0.7 days,HIGH,1.5 days,HIGH,4.1 days,0.6 days,-61.1%,-25.0%
Gangavaram,https://www.marinetraffic.com/en/ais/details/ports/18980/name=Gangavaram,43,0.5 days,LOW,2.3 days,LOW,0.6 days,2.7 days,-61.5%,-58.9%
Ennore,https://www.marinetraffic.com/en/ais/details/ports/791/name=Ennore,43,1.1 days,LOW,1.3 days,LOW,1.5 days,1.0 days,22.2%,18.2%
Dighi,https://www.marinetraffic.com/en/ais/details/ports/18948/name=Dighi,43,0.9 days,MEDIUM,3.0 days,MEDIUM,0.1 days,0.4 days,12.5%,0.0%
Dharamtar,https://www.marinetraffic.com/en/ais/details/ports/21601/name=Dharamtar,43,1.8 days,HIGH,0.5 days,HIGH,1.6 days,1.4 days,28.6%,0.0%
Dhamra,https://www.marinetraffic.com/en/ais/details/ports/20607/name=Dhamra,43,1.2 days,HIGH,3.0 days,HIGH,2.7 days,1.0 days,-40.0%,-9.1%
Dahej,https://www.marinetraffic.com/en/ais/details/ports/535/name=Dahej,43,0.0 days,HIGH,1.3 days,HIGH,0.2 days,1.5 days,0.0%,-7.1%
Dabhol,https://www.marinetraffic.com/en/ais/details/ports/18950/name=Dabhol,43,LOW,1.1 days,LOW,-21.4%,-,-,-,-
Cuddalore,https://www.marinetraffic.com/en/ais/details/ports/24893/name=Cuddalore,43,LOW,1.9 days,LOW,137.5%,-,-,-,-
Chennai,https://www.marinetraffic.com/en/ais/details/ports/792/name=Chennai,43,0.4 days,LOW,2.0 days,LOW,2.3 days,5.3 days,33.3%,11.1%
Bhavnagar new port,https://www.marinetraffic.com/en/ais/details/ports/22247/name=Bhavnagar-new-port,43,0.3 days,HIGH,0.1 days,HIGH,0.2 days,0.0 days,0.0%,0.0%
Beypore,https://www.marinetraffic.com/en/ais/details/ports/18969/name=Beypore,43,0.2 days,MEDIUM,3.7 days,MEDIUM,0.4 days,15.0 days,-60.0%,76.2%
Visakhapatnam,https://www.marinetraffic.com/en/ais/details/ports/3048/name=Visakhapatnam,42,1.3 days,HIGH,2.0 days,HIGH,2.5 days,2.7 days,18.2%,17.6%
Vadinar,https://www.marinetraffic.com/en/ais/details/ports/559/name=Vadinar,42,0.8 days,LOW,1.3 days,LOW,2.3 days,0.8 days,-11.1%,-18.8%
Tuticorin,https://www.marinetraffic.com/en/ais/details/ports/2986/name=Tuticorin,42,0.5 days,LOW,2.1 days,LOW,1.3 days,4.2 days,-,-
Sikka,https://www.marinetraffic.com/en/ais/details/ports/560/name=Sikka,42,1.4 days,HIGH,1.5 days,HIGH,2.4 days,0.8 days,0.0%,0.0%
Ratnagiri,https://www.marinetraffic.com/en/ais/details/ports/18952/name=Ratnagiri,42,0.5 days,LOW,1.0 days,LOW,-93.7%,233.3%,-,-
Port blair,https://www.marinetraffic.com/en/ais/details/ports/21891/name=Port-blair,42,LOW,4.8 days,LOW,1.4 days,84.6%,-,-,-
Porbandar,https://www.marinetraffic.com/en/ais/details/ports/538/name=Porbandar,42,0.3 days,MEDIUM,2.0 days,MEDIUM,0.0%,-33.3%,-,-
Pipavav,https://www.marinetraffic.com/en/ais/details/ports/533/name=Pipavav,42,1.5 days,LOW,1.0 days,LOW,1.2 days,400.0%,25.0%,-
Paradip,https://www.marinetraffic.com/en/ais/details/ports/17379/name=Paradip,42,0.8 days,LOW,1.6 days,LOW,2.3 days,1.6 days,-33.3%,-5.9%
Panaji,https://www.marinetraffic.com/en/ais/details/ports/18956/name=Panaji,42,0.5 days,MEDIUM,1.4 days,MEDIUM,0.0 days,1.6 days,150.0%,27.3%
Nhava sheva,https://www.marinetraffic.com/en/ais/details/ports/2713/name=Nhava-sheva,42,0.6 days,LOW,0.9 days,LOW,2.7 days,0.5 days,-25.0%,-10.0%
Navlakhi,https://www.marinetraffic.com/en/ais/details/ports/21448/name=Navlakhi,42,0.5 days,LOW,0.4 days,LOW,0.1 days,0.8 days,-16.7%,100.0%
Mundra,https://www.marinetraffic.com/en/ais/details/ports/268/name=Mundra,42,0.2 days,HIGH,1.0 days,HIGH,1.8 days,3.0 days,-33.3%,-23.1%
Mumbai,https://www.marinetraffic.com/en/ais/details/ports/2341/name=Mumbai,42,0.8 days,LOW,1.3 days,LOW,2.8 days,2.4 days,-20.0%,30.0%
Muldwarka,https://www.marinetraffic.com/en/ais/details/ports/3077/name=Muldwarka,42,MEDIUM,1.2 days,MEDIUM,-25.0%,-,-,-,-
Mormugao,https://www.marinetraffic.com/en/ais/details/ports/561/name=Mormugao,42,0.3 days,LOW,1.2 days,LOW,2.7 days,-80.0%,-40.0%,-
Mangalore,https://www.marinetraffic.com/en/ais/details/ports/17383/name=Mangalore,42,0.9 days,LOW,1.4 days,LOW,1.7 days,0.8 days,-57.1%,7.7%
Magdalla,https://www.marinetraffic.com/en/ais/details/ports/19704/name=Magdalla,42,0.2 days,LOW,0.5 days,LOW,0.2 days,0.3 days,0.0%,-50.0%
Krishnapatnam,https://www.marinetraffic.com/en/ais/details/ports/1317/name=Krishnapatnam,42,0.6 days,LOW,2.4 days,LOW,1.6 days,1.0 days,50.0%,14.3%
Kolkata,https://www.marinetraffic.com/en/ais/details/ports/2806/name=Kolkata,42,0.8 days,LOW,4.0 days,LOW,1.9 days,9.1 days,14.3%,5.3%
Kochi,https://www.marinetraffic.com/en/ais/details/ports/2990/name=Kochi,42,0.5 days,LOW,1.1 days,LOW,1.3 days,9.5 days,25.0%,22.2%
Kattupalli,https://www.marinetraffic.com/en/ais/details/ports/18979/name=Kattupalli,42,0.7 days,LOW,0.8 days,LOW,3.4 days,33.3%,-,-
Karaikal,https://www.marinetraffic.com/en/ais/details/ports/18978/name=Karaikal,42,LOW,1.5 days,LOW,-25.0%,-,-,-,-
Kandla,https://www.marinetraffic.com/en/ais/details/ports/269/name=Kandla,42,2.5 days,LOW,2.2 days,LOW,3.0 days,2.0 days,-44.4%,22.2%
Kakinada,https://www.marinetraffic.com/en/ais/details/ports/18914/name=Kakinada,42,1.3 days,MEDIUM,3.2 days,MEDIUM,5.4 days,6.3 days,0.0%,77.8%
Jaigad,https://www.marinetraffic.com/en/ais/details/ports/18951/name=Jaigad,42,0.9 days,LOW,1.1 days,LOW,0.8 days,0.7 days,200.0%,120.0%
Jafrabad,https://www.marinetraffic.com/en/ais/details/ports/3078/name=Jafrabad,42,0.3 days,HIGH,0.5 days,HIGH,0.3 days,0.2 days,50.0%,66.7%
Hazira,https://www.marinetraffic.com/en/ais/details/ports/537/name=Hazira,42,1.9 days,HIGH,1.1 days,HIGH,4.5 days,1.2 days,72.7%,10.0%
Haldia,https://www.marinetraffic.com/en/ais/details/ports/18985/name=Haldia,42,1.8 days,MEDIUM,2.0 days,MEDIUM,1.7 days,1.2 days,12.5%,0.0%
Gangavaram,https://www.marinetraffic.com/en/ais/details/ports/18980/name=Gangavaram,42,0.9 days,LOW,2.0 days,LOW,0.8 days,1.2 days,-30.8%,-64.3%
Ennore,https://www.marinetraffic.com/en/ais/details/ports/791/name=Ennore,42,0.9 days,LOW,1.1 days,LOW,2.2 days,5.1 days,-50.0%,-15.4%
Dharamtar,https://www.marinetraffic.com/en/ais/details/ports/21601/name=Dharamtar,42,1.4 days,HIGH,0.5 days,HIGH,1.8 days,2.4 days,-6.7%,0.0%
Dhamra,https://www.marinetraffic.com/en/ais/details/ports/20607/name=Dhamra,42,2.0 days,MEDIUM,3.3 days,MEDIUM,1.8 days,1.9 days,100.0%,-5.7%
Dahej,https://www.marinetraffic.com/en/ais/details/ports/535/name=Dahej,42,0.0 days,MEDIUM,1.4 days,MEDIUM,0.1 days,1.0 days,0.0%,-
Dabhol,https://www.marinetraffic.com/en/ais/details/ports/18950/name=Dabhol,42,LOW,1.4 days,LOW,16.7%,-,-,-,-
Chennai,https://www.marinetraffic.com/en/ais/details/ports/792/name=Chennai,42,0.3 days,HIGH,1.8 days,HIGH,1.7 days,5.1 days,-40.0%,0.0%
Bhavnagar new port,https://www.marinetraffic.com/en/ais/details/ports/22247/name=Bhavnagar-new-port,42,0.3 days,HIGH,0.1 days,HIGH,0.1 days,1.5 days,50.0%,0.0%
Beypore,https://www.marinetraffic.com/en/ais/details/ports/18969/name=Beypore,42,0.5 days,LOW,9.9 days,LOW,11.1 days,-16.7%,395.0%,-
Visakhapatnam,https://www.marinetraffic.com/en/ais/details/ports/3048/name=Visakhapatnam,41,1.1 days,HIGH,1.7 days,HIGH,1.9 days,2.8 days,-15.4%,-15.0%
Vadinar,https://www.marinetraffic.com/en/ais/details/ports/559/name=Vadinar,41,0.9 days,MEDIUM,1.6 days,MEDIUM,0.7 days,0.4 days,-47.1%,-11.1%
Tuticorin,https://www.marinetraffic.com/en/ais/details/ports/2986/name=Tuticorin,41,0.2 days,LOW,2.3 days,LOW,0.7 days,2.4 days,-33.3%,15.0%
Sikka,https://www.marinetraffic.com/en/ais/details/ports/560/name=Sikka,41,1.4 days,LOW,1.5 days,LOW,2.2 days,0.7 days,-22.2%,-6.3%
Ratnagiri,https://www.marinetraffic.com/en/ais/details/ports/18952/name=Ratnagiri,41,7.9 days,LOW,0.3 days,LOW,0.5 days,17.9%,-66.7%,-
Ranpar,https://www.marinetraffic.com/en/ais/details/ports/18953/name=Ranpar,41,0.4 days,LOW,0.4 days,LOW,0.3 days,0.6 days,33.3%,-42.9%
Port blair,https://www.marinetraffic.com/en/ais/details/ports/21891/name=Port-blair,41,MEDIUM,2.6 days,MEDIUM,0.7 days,85.7%,-,-,-
Porbandar,https://www.marinetraffic.com/en/ais/details/ports/538/name=Porbandar,41,3.2 days,MEDIUM,2.8 days,MEDIUM,-,-,-,-
Pipavav,https://www.marinetraffic.com/en/ais/details/ports/533/name=Pipavav,41,0.3 days,LOW,0.8 days,LOW,0.6 days,0.9 days,-81.3%,33.3%
Paradip,https://www.marinetraffic.com/en/ais/details/ports/17379/name=Paradip,41,1.2 days,LOW,1.7 days,LOW,3.9 days,1.2 days,-7.7%,6.3%
Nhava sheva,https://www.marinetraffic.com/en/ais/details/ports/2713/name=Nhava-sheva,41,0.8 days,HIGH,1.0 days,HIGH,5.7 days,3.1 days,100.0%,0.0%
Navlakhi,https://www.marinetraffic.com/en/ais/details/ports/21448/name=Navlakhi,41,0.6 days,LOW,0.2 days,LOW,0.8 days,0.2 days,-33.3%,-71.4%
Mundra,https://www.marinetraffic.com/en/ais/details/ports/268/name=Mundra,41,0.9 days,1.3 days,HIGH,1.9 days,1.0 days,200.0%,0.0%,
Mumbai,https://www.marinetraffic.com/en/ais/details/ports/2341/name=Mumbai,41,1.0 days,1.0 days,LOW,3.6 days,2.3 days,11.1%,42.9%,
Muldwarka,https://www.marinetraffic.com/en/ais/details/ports/3077/name=Muldwarka,41,1.6 days,MEDIUM,,-,-,-,-,-
Mormugao,https://www.marinetraffic.com/en/ais/details/ports/561/name=Mormugao,41,2.3 days,2.5 days,LOW,1.8 days,1.9 days,53.3%,25.0%,
Mangalore,https://www.marinetraffic.com/en/ais/details/ports/17383/name=Mangalore,41,2.1 days,1.3 days,HIGH,1.8 days,1.0 days,133.3%,-7.1%,
Magdalla,https://www.marinetraffic.com/en/ais/details/ports/19704/name=Magdalla,41,0.2 days,1.0 days,LOW,0.6 days,1.3 days,0.0%,100.0%,
Krishnapatnam,https://www.marinetraffic.com/en/ais/details/ports/1317/name=Krishnapatnam,41,0.4 days,LOW,2.1 days,LOW,0.4 days,1.5 days,100.0%,-27.6%
Kolkata,https://www.marinetraffic.com/en/ais/details/ports/2806/name=Kolkata,41,0.7 days,3.8 days,LOW,0.7 days,1.1 days,0.0%,18.8%,
Kochi,https://www.marinetraffic.com/en/ais/details/ports/2990/name=Kochi,41,0.4 days,0.9 days,HIGH,1.0 days,0.8 days,33.3%,-18.2%,
Kattupalli,https://www.marinetraffic.com/en/ais/details/ports/18979/name=Kattupalli,41,0.6 days,LOW,2.0 days,-25.0%,,-,-,-
Karwar,https://www.marinetraffic.com/en/ais/details/ports/557/name=Karwar,41,0.0 days,1.8 days,MEDIUM,-30.8%,,-,-,-
Karaikal,https://www.marinetraffic.com/en/ais/details/ports/18978/name=Karaikal,41,2.0 days,LOW,-16.7%,,-,-,-,-
Kandla,https://www.marinetraffic.com/en/ais/details/ports/269/name=Kandla,41,4.5 days,1.8 days,MEDIUM,3.8 days,3.5 days,55.2%,0.0%,
Kakinada,https://www.marinetraffic.com/en/ais/details/ports/18914/name=Kakinada,41,1.3 days,1.8 days,LOW,3.8 days,7.2 days,225.0%,-58.1%,
Jaigad,https://www.marinetraffic.com/en/ais/details/ports/18951/name=Jaigad,41,0.3 days,0.5 days,HIGH,1.4 days,1.1 days,-80.0%,-16.7%,
Jafrabad,https://www.marinetraffic.com/en/ais/details/ports/3078/name=Jafrabad,41,0.2 days,0.3 days,LOW,0.1 days,0.2 days,0.0%,-40.0%,
Hazira,https://www.marinetraffic.com/en/ais/details/ports/537/name=Hazira,41,1.1 days,1.0 days,HIGH,3.8 days,1.6 days,,-,-
Haldia,https://www.marinetraffic.com/en/ais/details/ports/18985/name=Haldia,41,0.8 days,2.0 days,HIGH,3.1 days,0.6 days,0.0%,0.0%,
Gangavaram,https://www.marinetraffic.com/en/ais/details/ports/18980/name=Gangavaram,41,1.3 days,5.6 days,LOW,6.9 days,-48.0%,60.0%,,-
Ennore,https://www.marinetraffic.com/en/ais/details/ports/791/name=Ennore,41,3.4 days,1.2 days,HIGH,3.7 days,1.5 days,61.9%,0.0%,
Dharamtar,https://www.marinetraffic.com/en/ais/details/ports/21601/name=Dharamtar,41,1.5 days,LOW,0.5 days,LOW,2.2 days,0.3 days,36.4%,-16.7%
Dhamra,https://www.marinetraffic.com/en/ais/details/ports/20607/name=Dhamra,41,0.3 days,LOW,1.8 days,LOW,1.4 days,-57.1%,-21.7%,-
Dahej,https://www.marinetraffic.com/en/ais/details/ports/535/name=Dahej,41,HIGH,1.4 days,HIGH,1.5 days,0.0%,-,-,-
Dabhol,https://www.marinetraffic.com/en/ais/details/ports/18950/name=Dabhol,41,MEDIUM,1.2 days,MEDIUM,9.1%,-,-,-,-
Chennai,https://www.marinetraffic.com/en/ais/details/ports/792/name=Chennai,41,0.2 days,HIGH,1.7 days,HIGH,2.7 days,2.2 days,100.0%,0.0%
Bhavnagar new port,https://www.marinetraffic.com/en/ais/details/ports/22247/name=Bhavnagar-new-port,41,0.2 days,MEDIUM,0.1 days,MEDIUM,0.0 days,0.1 days,0.0%,0.0%
Beypore,https://www.marinetraffic.com/en/ais/details/ports/18969/name=Beypore,41,0.6 days,LOW,2.0 days,LOW,1.3 days,50.0%,-67.7%,-
Visakhapatnam,https://www.marinetraffic.com/en/ais/details/ports/3048/name=Visakhapatnam,40,1.3 days,HIGH,2.0 days,HIGH,2.1 days,7.9 days,-35.0%,-4.8%
Vadinar,https://www.marinetraffic.com/en/ais/details/ports/559/name=Vadinar,40,1.7 days,MEDIUM,1.8 days,MEDIUM,5.7 days,0.7 days,112.5%,0.0%
Tuticorin,https://www.marinetraffic.com/en/ais/details/ports/2986/name=Tuticorin,40,0.3 days,LOW,2.0 days,LOW,2.1 days,3.0 days,-50.0%,42.9%
Sikka,https://www.marinetraffic.com/en/ais/details/ports/560/name=Sikka,40,1.8 days,HIGH,1.6 days,HIGH,2.7 days,3.9 days,-10.0%,-5.9%
Ratnagiri,https://www.marinetraffic.com/en/ais/details/ports/18952/name=Ratnagiri,40,6.7 days,LOW,0.9 days,LOW,6600.0%,28.6%,-,-
Ranpar,https://www.marinetraffic.com/en/ais/details/ports/18953/name=Ranpar,40,0.3 days,MEDIUM,0.7 days,MEDIUM,1.6 days,0.6 days,-,-
Port blair,https://www.marinetraffic.com/en/ais/details/ports/21891/name=Port-blair,40,MEDIUM,1.4 days,MEDIUM,1.0 days,-44.0%,-,-,-
Pipavav,https://www.marinetraffic.com/en/ais/details/ports/533/name=Pipavav,40,1.6 days,LOW,0.6 days,LOW,0.4 days,0.5 days,433.3%,-25.0%
Paradip,https://www.marinetraffic.com/en/ais/details/ports/17379/name=Paradip,40,1.3 days,LOW,1.6 days,LOW,5.7 days,2.2 days,18.2%,0.0%
Okha,https://www.marinetraffic.com/en/ais/details/ports/558/name=Okha,40,1.0 days,MEDIUM,20.0 days,MEDIUM,-66.7%,104.1%,-,-
Nhava sheva,https://www.marinetraffic.com/en/ais/details/ports/2713/name=Nhava-sheva,40,0.4 days,LOW,1.0 days,LOW,9.4 days,2.9 days,-79.0%,11.1%
Navlakhi,https://www.marinetraffic.com/en/ais/details/ports/21448/name=Navlakhi,40,0.9 days,MEDIUM,0.7 days,MEDIUM,0.3 days,5.0 days,50.0%,-72.0%
Mundra,https://www.marinetraffic.com/en/ais/details/ports/268/name=Mundra,40,0.3 days,LOW,1.3 days,LOW,0.9 days,1.5 days,-25.0%,30.0%
Mumbai,https://www.marinetraffic.com/en/ais/details/ports/2341/name=Mumbai,40,0.9 days,HIGH,0.7 days,HIGH,7.1 days,3.3 days,50.0%,-36.4%
Mormugao,https://www.marinetraffic.com/en/ais/details/ports/561/name=Mormugao,40,1.5 days,LOW,2.0 days,LOW,0.2 days,1.0 days,200.0%,-13.0%
Mangalore,https://www.marinetraffic.com/en/ais/details/ports/17383/name=Mangalore,40,0.9 days,LOW,1.4 days,LOW,1.9 days,0.8 days,-25.0%,-26.3%
Magdalla,https://www.marinetraffic.com/en/ais/details/ports/19704/name=Magdalla,40,0.2 days,LOW,0.5 days,LOW,0.7 days,0.2 days,0.0%,-16.7%
Krishnapatnam,https://www.marinetraffic.com/en/ais/details/ports/1317/name=Krishnapatnam,40,0.2 days,LOW,2.9 days,LOW,0.9 days,1.3 days,-89.5%,38.1%
Kolkata,https://www.marinetraffic.com/en/ais/details/ports/2806/name=Kolkata,40,0.7 days,LOW,3.2 days,LOW,0.8 days,2.0 days,40.0%,-8.6%
Kochi,https://www.marinetraffic.com/en/ais/details/ports/2990/name=Kochi,40,0.3 days,LOW,1.1 days,LOW,1.0 days,2.7 days,-40.0%,37.5%
Kattupalli,https://www.marinetraffic.com/en/ais/details/ports/18979/name=Kattupalli,40,0.1 days,LOW,0.9 days,LOW,0.1 days,4.1 days,12.5%,-
Karwar,https://www.marinetraffic.com/en/ais/details/ports/557/name=Karwar,40,LOW,4.2 days,LOW,-,-,-,-,-
Karaikal,https://www.marinetraffic.com/en/ais/details/ports/18978/name=Karaikal,40,LOW,1.9 days,LOW,-20.8%,-,-,-,-
Kandla,https://www.marinetraffic.com/en/ais/details/ports/269/name=Kandla,40,2.9 days,HIGH,1.8 days,HIGH,3.6 days,2.5 days,0.0%,-10.0%
Kakinada,https://www.marinetraffic.com/en/ais/details/ports/18914/name=Kakinada,40,1.3 days,LOW,5.1 days,LOW,4.7 days,16.3 days,18.2%,34.2%
